id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,year,tags,description,stats_payantes,stats_gratuites
6706101,2399054638.0,Musée de Bouxwiller et du pays de hanau,,Rue du Canal,67330,Bouxwiller,France,fr,open,48.8249535,7.4835103,,,,2001,label:musee de france,,1175,215
6737201,158554855.0,Musée de l'Image Populaire de Pfaffenhoffen,,Rue du Docteur Albert Schweitzer,67350,Haguenau-Wissembourg,France,fr,open,48.84483,7.611572863641975,,,,2001,label:musee de france,,2703,702
6816201,,Musée d'Histoire Local,,,,KAYSERSBERG,France,fr,open,,,,,,2001,label:musee de france,,260,100
6822409,449007880.0,Musée Minéralogique de la Société Industrielle de Mulhouse,,Autodrome du Musée de l'Automobile,68100,Mulhouse,France,fr,open,47.7612848,7.327971551196445,,,,2001,label:musee de france,,0,150
6834301,261857352.0,Ecomusée d'Alsace,,Chemin des Remparts,68190,Ungersheim,France,fr,open,47.85306625,7.287133335435461,,,,2001,label:musee de france,,279588,33947
2403701,369318223.0,Musée du Tabac,,Place du Feu,24100,Bergerac,France,fr,open,44.84971,0.4837602,,,,2001,label:musee de france,,5670,2953
2417204,1708799591.0,Musée National de la Préhistoire,,Rue du Musée,24620,Sarlat-la-Canéda,France,fr,open,44.9362525,1.0135749,,,,2001,label:musee de france,,46324,27961
3306701,,Musée de la Voiture à Cheval,,,,BOURG-SUR-GIRONDE,France,fr,open,,,,,,2001,label:musee de france,,4204,0
3324301,,Musée des Beaux-Arts et d'Archéologie,,,,LIBOURNE,France,fr,open,,,,,,2001,label:musee de france,,2301,5765
4008801,5223344896.0,Musée de Borda,11 bis,Rue des Carmes,40100,Dax,France,fr,open,43.7105638,-1.0538641,,,,2001,label:musee de france,,6853,4495
4028201,5825880178.0,Musée d'Art et d'Histoire du Cap de Gascogne,,Rue du Général Lamarque,40500,Saint-Sever,France,fr,open,43.7585204,-0.5718845,,,,2001,label:musee de france,,0,1950
4729201,5827779554.0,Musée de Préhistoire Mésolithique Laurent Coulonges,,D 68,47500,Sauveterre-la-Lémance,France,fr,open,44.5904194,1.0137463,,,,2001,label:musee de france,,752,0
6410201,631661850.0,Musée Basque et de l'Histoire de Bayonne,37,Quai des Corsaires,64100,Bayonne,France,fr,open,43.4910854,-1.473799,,,,2001,label:musee de france,,23907,8373
6416001,209763123.0,Musée Edmond Rostand,,Avenue du Docteur Alexandre Camino,64250,Larressore,France,fr,open,43.36763065,-1.422666450245681,,,,2001,label:musee de france,,63794,0
6424901,71287357.0,Musée Municipal de Guéthary,165,Avenue du Général de Gaulle,64210,Guéthary,France,fr,open,43.4210745,-1.6090083003559483,,,,2001,label:musee de france,,534,1982
0311801,387245355.0,Musée Municipal de Gannat,,Esplanade Pierre-Roch-Jurien-de-la-Gravière,03800,Gannat,France,fr,open,46.10151045,3.1965522151680728,,,,2001,label:musee de france,,1055,0
0318501,2511432939.0,Musée des Musiques Populaires - MuPop,,Rue Notre-Dame,03100,Montluçon,France,fr,open,46.3408843,2.6055312,,,,2001,label:musee de france,,1859,854
0319501,,Musée Rieckotter,,,,NERIS-LES-BAINS,France,fr,open,,,,,,2001,label:musee de france,,1229,0
1501401,2085157238.0,Musée des Sciences,,Rue des Fourmillères,15120,Lacapelle-del-Fraisse,France,fr,open,44.7599649,2.4617902,,,,2001,label:musee de france,,17179,4630
4311701,,Musée des Arts et Traditions Populaires de Haute Loire,,,,LAVAUDIEU,France,fr,open,,,,,,2001,label:musee de france,,13403,559
4316201,,Musée des Manufactures de Dentelles,,,,RETOURNAC,France,fr,open,,,,,,2001,label:musee de france,,2693,0
6311305,67015490.0,Musée d'Art Roger-Quillot,,Place Louis Deteix,63100,Clermont-Ferrand,France,fr,open,45.79392705,3.1162223146769588,,,,2001,label:musee de france,,8670,27937
2105402,371712800.0,Musée des Beaux-Arts,,Rempart Madeleine,21200,Beaune,France,fr,open,47.0214963,4.8398035,,,,2001,label:musee de france,,3399,5598
2111401,272998829.0,Musée de la Sidérurgie Grande Forge,,D 905,21500,Buffon,France,fr,closed,47.64955205,4.261698831211838,,,,2001,label:musee de france,,0,0
2123102,1493118991.0,Musée Archéologique,,Place Saint-Bénigne,21000,Dijon,France,fr,open,47.3216174,5.0348411,,,,2001,label:musee de france,,4483,14852
2146401,4737197736.0,Musée Municipal,,Rue Camille Rodier,21700,Nuits-Saint-Georges,France,fr,open,47.1386701,4.9505695,,,,2001,label:musee de france,,2011,402
5806202,3618004518.0,Musée du Costume,,Place du Château,58120,Château-Chinon (Ville),France,fr,open,47.0672537,3.9351818,,,,2001,label:musee de france,,4922,937
5815101,228160124.0,Musée de la Mine,,Rue Paul et Auguste Couture,58260,La Machine,France,fr,open,46.88884495,3.463816769519121,,,,2001,label:musee de france,,6907,974
5819403,339392015.0,Musée Archéologique du Nivernais (Porte du Croux),,Rue des Ouches,58000,Nevers,France,fr,closed,46.9882494,3.1580768,,,,2001,label:musee de france,,0,0
7101402,2380355755.0,Musée Rolin,,Place Saint-Louis,71400,Autun,France,fr,open,46.9456553,4.2993665,,,,2001,label:musee de france,,19321,3800
7101401,7419064532.0,Musée Verger Tarin,,Rue des Marbres,71400,Autun,France,fr,closed,46.9490737,4.3029239,,,,2001,label:musee de france,,0,0
7104701,,Musée Saint-Nazaire,,,,BOURBON-LANCY,France,fr,open,,,,,,2001,label:musee de france,,0,1674
7107601,,Musée Denon,,,,CHALON-SUR-SAONE,France,fr,open,,,,,,2001,label:musee de france,,1574,7951
7107602,121572642.0,Musée Nicéphore Niepce,,Quai des Messageries,71100,Chalon-sur-Saône,France,fr,open,46.7802664,4.855457259327308,,,,2001,label:musee de france,,8526,10466
7110601,7419064524.0,Musée René Davoine,32,Rue René Davoine,71120,Charolles,France,fr,open,46.4312242,4.2732669,,,,2001,label:musee de france,,277,0
7127001,700244362.0,Musée des Ursulines,,Rue des Ursulines,71000,Saint-Clément,France,fr,open,46.307027,4.833142197130883,,,,2001,label:musee de france,,2345,7252
7135101,3617522815.0,Ecomusée de la Bresse Bourguignonne,,Rue du Château,71270,Pierre-de-Bresse,France,fr,open,46.8828547,5.2614005,,,,2001,label:musee de france,,23643,3878
7127201,6575800688.0,Musée Départemental du Compagnonnage,,Rue Pierre François Guillon,71570,Romanèche-Thorins,France,fr,open,46.1880514,4.733891,,,,2001,label:musee de france,,2394,546
8947201,,Musée d'Art et d'Histoire du Puisaye,,,,VILLIERS-SAINT-BENOIT,France,fr,open,,,,,,2001,label:musee de france,,1777,1440
2901902,5882540291.0,Musée National de la Marine,,Rue Franklin Roosevelt,29200,Brest,France,fr,open,48.381272,-4.4923642,,,,2001,label:musee de france,,47207,0
2903801,,Ecomusée des Monts d'Arrée - Moulins de Kerouat & Maison Cornec de Rivoal,,,,COMMANA,France,fr,open,,,,,,2001,label:musee de france,,17847,5762
2903901,3986935.0,Musée de la Pêche,,Rue Militaire,29900,Concarneau,France,fr,open,47.87218475,-3.916013041508858,,,,2001,label:musee de france,,44000,4500
2923202,94312010.0,Musée Départemental Breton,1,Rue du Roi Gradlon,29000,Quimper,France,fr,open,47.9953725,-4.1025369543379,,,,2001,label:musee de france,,44343,0
5626002,145189774.0,Musée d'Histoire et d'Archéologie de Vannes,2,Rue Noé,56000,Vannes,France,fr,open,47.6568685,-2.7579838224637703,,,,2001,label:musee de france,,3933,695
5626003,,"La Cohue, Musée des Beaux-Arts de vannes",,,,VANNES,France,fr,open,,,,,,2001,label:musee de france,,20367,8943
1803302,64598357.0,Musée des Arts Décoratifs,,Rue de l'Hôtel Lallemant,18000,Bourges,France,fr,open,47.0850865,2.3983016387544134,,,,2001,label:musee de france,,0,19307
1803303,64604953.0,Musée du Berry,4,Rue des Arènes,18000,Bourges,France,fr,open,47.08530015,2.39267207904075,,,,2001,label:musee de france,,0,20022
2828001,6528325404.0,Musée de l'Histoire du Perche,,Rue des Marches du Saint-Jean,28400,Nogent-le-Rotrou,France,fr,open,48.3143308,0.820474,,,,2001,label:musee de france,,7349,7462
2836301,7659392646.0,Musée Farcot,,Rue de la Porte d'Étampes,28700,Sainville,France,fr,closed,48.4154704,1.8793028,,,,2001,label:musee de france,,0,0
3601001,,Château Musée,,,,AZAY-LE-FERRON,France,fr,open,,,,,,2001,label:musee de france,,1852,0
3608801,238746663.0,Musée de l'Hospice Saint-Roch,,Rue de l'Hospice Saint-Roch,36100,Issoudun,France,fr,open,46.944976,1.9942319952381,,,,2001,label:musee de france,,0,16409
3609201,149263965.0,Musée de Géologie Régionale,3,Place des Sciences,1348,Ottignies-Louvain-la-Neuve,België / Belgique / Belgien,be,closed,50.6682538,4.620109526811595,,,,2001,label:musee de france,,0,0
3601801,214892.0,Musée Ornithologique (Ecomusée de la Brenne),,Cour du Cheval Blanc,77300,Fontainebleau,France,fr,open,48.4023346,2.7005387366907625,,,,2001,label:musee de france,,4790,2937
3700301,1517051946.0,Musée de l'Hôtel des Communes,,Rue François 1er,37400,Amboise,France,fr,open,47.4131973,0.9839918,,,,2001,label:musee de france,,0,1983
3724201,207799176.0,Ecomusée du Véron,80,Route de Candes,37420,Savigny-en-Véron,France,fr,open,47.20943595,0.1244346983061503,,,,2001,label:musee de france,,0,0
3726101,38576800.0,Muséum d'Histoire Naturelle,3,Rue du Président Merville,37000,Tours,France,fr,open,47.39461145,0.6836901302839116,,,,2001,label:musee de france,,5464,16200
3726104,969140682.0,Musée des Vins de Touraine,16,Jardin du Musée des Vins de Touraine,37010,Tours,France,fr,open,47.3958548,0.6869467,,,,2001,label:musee de france,,2195,3155
3726102,73677174.0,Musée des Beaux-Arts,,Rue Fleury,37000,Tours,France,fr,open,47.39526145000001,0.6950591874529539,,,,2001,label:musee de france,,15011,24804
4113601,86513731.0,Musée de la Corbillière,,Rue du Général Leclerc,14360,Trouville-sur-Mer,France,fr,open,49.3713839,0.0843051746251663,,,,2001,label:musee de france,,975,0
4515501,211497871.0,Château-Musée de Gien,,Rue de la Fabrique,45500,Gien,France,fr,open,47.68855865,2.6211297937493194,,,,2001,label:musee de france,,22584,4039
4520802,95074878.0,Musée Girodet,2,Rue du Faubourg de la Chaussée,45200,Montargis,France,fr,open,47.997255,2.7365194242424016,,,,2001,label:musee de france,,1061,870
0840901,1874188907.0,Musée du Château-Fort,,Avenue de la Dernière Cartouche,08140,Bazeilles,France,fr,open,49.6817859,4.9754729,,,,2001,label:musee de france,,55289,0
1026101,,Musée de la Résistance,,,,MUSSY-SUR-SEINE,France,fr,open,,,,,,2001,label:musee de france,,127,280
1038705,,Maison de l'Outil  et de la Pensée Ouvrière,,,,TROYES,France,fr,open,,,,,,2001,label:musee de france,,15500,0
5110803,2260860300.0,Musée Garinet,13,Rue Pasteur,51000,Châlons-en-Champagne,France,fr,open,48.9558943,4.3664214,,,,2001,label:musee de france,,808,0
5123001,183978059.0,Musée Municipal d'Epernay,,D 45,73670,Entremont-le-Vieux,France,fr,closed,45.451615,5.882174889178614,,,,2001,label:musee de france,,0,0
5145401,733881096.0,Musée des Beaux-Arts de Saint-Denis,,,51100,Reims,France,fr,open,49.2529815,4.030427080857688,,,,2001,label:musee de france,,12372,22266
2A00403,66274796.0,Musée Palais Fesch,50-52,Rue Cardinal Fesch,20000,Ajaccio,France,fr,open,41.9218958,8.738913555286306,,,,2001,label:musee de france,,41052,11489
2B09601,6234663071.0,Musée de la Corse,,Place du Poilu,20250,Corte,France,fr,open,42.3058166,9.1484352,,,,2001,label:musee de france,,55884,6610
2538802,7372375792.0,Musée du Château des Ducs de Wurtemberg,,Square Beurnier,25200,Montbéliard,France,fr,open,47.5098603,6.79769,,,,2001,label:musee de france,,15377,13352
2546201,34418085.0,Musée de Pontarlier,2,,25300,Pontarlier,France,fr,open,46.9043368,6.354752112674423,,,,2001,label:musee de france,,4810,4829
7024501,192995465.0,Ecomusée du Pays de la Cerise,,Le Petit Fahys,70220,Lure,France,fr,open,47.90680895,6.4023357809508346,,,,2001,label:musee de france,,6069,200
7013901,,Musée Départemental de la Montagne Albert Demard,,,,LE HAUT-DU-THEM,France,fr,open,,,,,,2001,label:musee de france,,8930,2140
3933301,201412221.0,Musée du Jouet,5,Rue du Murgin,39260,Moirans-en-Montagne,France,fr,open,46.4325233,5.727012940707623,,,,2001,label:musee de france,,42288,4377
9004101,2647243377.0,Forge-Musée,,Rue de Rougemont,90170,Étueffont,France,fr,open,47.7224462,6.920875,,,,2001,label:musee de france,,2830,582
9711201,6042462812.0,Ecomusée de Marie-Galante,,Route de Grand-Bourg à Capesterre,97140,Grand-Bourg,France,fr,closed,15.8784483,-61.2995603,,,,2001,label:musee de france,,0,0
9712001,65841412.0,Musée Municipal Saint-John Perse,,Rue Nozières,97110,Pointe-à-Pitre,France,fr,open,16.2364273,-61.53584126806761,,,,2001,label:musee de france,,9112,684
9106401,7035962879.0,Musée Français de la Photographie,,Rue de Paris,91570,Bièvres,France,fr,open,48.762826,2.225102,,,,2001,label:musee de france,,3800,0
9201203,2701140971.0,Musée Départemental Albert-Kahn,10,Rue du Port,92100,Boulogne-Billancourt,France,fr,open,48.8414886,2.2270833,,,,2001,label:musee de france,,64237,13328
9204801,137829073.0,Musée d'Art et d'Histoire,11,Rue des Pierres,92190,Meudon,France,fr,open,48.806285,2.2350911702464784,,,,2001,label:musee de france,,1195,5779
9204802,,Musée - Atelier Rodin (Annexe du musée de Paris),,,,MEUDON,France,fr,open,,,,,,2001,label:musee de france,,2855,1828
9205101,82241201.0,Musée des Automates,178,Boulevard Saint-Denis,92400,Courbevoie,France,fr,closed,48.90043675,2.271853350151736,,,,2001,label:musee de france,,0,0
9206303,,Musée d'Histoire Locale - Mémoire de la Ville,,,,RUEIL-MALMAISON,France,fr,open,,,,,,2001,label:musee de france,,0,0
9206301,2703428029.0,Musée National des Châteaux de Malmaison et de Bois-Préau,,Avenue du Château de la Malmaison,92500,Rueil-Malmaison,France,fr,open,48.8737321,2.1687097,,,,2001,label:musee de france,,39307,22000
7510901,251318666.0,Musée National Gustave Moreau,,Rue de La Rochefoucauld,75009,Paris,France,fr,open,48.8779237,2.3345515,,,,2001,label:musee de france,,15684,8695
7510517,237003117.0,Musée de l'Assistance Publique - Hôpitaux de Paris,,Quai de la Tournelle,75005,Paris,France,fr,open,48.850724,2.3518758,,,,2001,label:musee de france,,9617,6359
7511502,1212876.0,Musée Bourdelle,16,Rue Antoine Bourdelle,75015,Paris,France,fr,open,48.843215,2.318663236817872,,,,2001,label:musee de france,,11934,22986
7510305,57745741.0,Musée National Picasso,5,Rue de Thorigny,75003,Paris,France,fr,open,48.8598698,2.3621151762679444,,,,2001,label:musee de france,,280514,190943
7510801,,Musée Nissim de Camondo (Union Centrale des Arts Décoratifs),,,,PARIS,France,fr,open,,,,,,2001,label:musee de france,,47938,0
7510303,56687783.0,Musée d'Art et d'Histoire du Judaïsme,,Passage Sainte-Avoie,75003,Paris,France,fr,open,48.861266400000005,2.3554416476457307,,,,2001,label:musee de france,,66696,23187
7510304,5918699678.0,Musée National des Techniques,,Rue Joliot-Curie,91190,Le Moulon,France,fr,open,48.7094092,2.1666145,,,,2001,label:musee de france,,149442,0
7710801,1564237.0,Musée Municipal de Chelles Alfred Bonno,,Rue Louis Eterlet,77500,Chelles,France,fr,open,48.8778455,2.591143882278835,,,,2001,label:musee de france,,0,3199
7724301,113256131.0,Musée Gatien Bonnet,,Cour Pierre Herbin,77400,Lagny-sur-Marne,France,fr,open,48.879835,2.707439,,,,2001,label:musee de france,,0,1700
7728802,112363959.0,Musée d'Art et d'Histoire de Melun,1-3,Rue Émile Leclerc,77000,Melun,France,fr,open,48.54554555,2.6529119346368715,,,,2001,label:musee de france,,4050,5387
7733301,2177750355.0,Musée Départemental de Préhistoire d'Île de France,,Cours du Château,77140,Nemours,France,fr,open,48.2655865,2.6970907,,,,2001,label:musee de france,,4559,20768
9304601,145134117.0,Musée Municipal,,Rue du Docteur Roux,93190,Livry-Gargan,France,fr,open,48.93463365,2.5517116365355736,,,,2001,label:musee de france,,0,9931
9741101,146919869.0,Musée Départemental de la Réunion - Musée Léon Dierx,,Rue Sainte Marie,97400,Saint-Denis,France,fr,open,-20.883840050000003,55.450058317623416,,,,2001,label:musee de france,,0,12171
1120601,799714487.0,Musée Petiet,,Avenue Fabre d'Églantine,11300,Limoux,France,fr,open,43.0534043,2.2144622,,,,2001,label:musee de france,,1637,3261
1126201,92058703.0,Musée d'Art et d'Histoire,,Rue des Jacobins,11100,Narbonne,France,fr,open,43.1809595,3.004147255208337,,,,2001,label:musee de france,,4445,9563
1137901,,Musée des Corbières,,,,SIGEAN,France,fr,open,,,,,,2001,label:musee de france,,400,1400
3403901,277812836.0,Musée de l'Etang de Thau,,Chemin du Belvédère,34140,Bouzigues,France,fr,open,43.446872,3.6617685,,,,2001,label:musee de france,,19584,222
3400302,1131132.0,Musée de l'Ephèbe,,Place du Père Marcel Astruc,34300,Agde,France,fr,open,43.2868906,3.5137320418987343,,,,2001,label:musee de france,,12523,1681
3415801,2622894330.0,Musée Archéologique,,Place du Monument,34210,Minerve,France,fr,open,43.3543868,2.7460475,,,,2001,label:musee de france,,7040,0
3417206,2192962.0,Agropolis-Muséum,,Avenue Agropolis,34093,Montpellier,France,fr,open,43.6462942,3.867940536537601,,,,2001,label:musee de france,,3182,13945
3417901,239313434.0,Musée Archéologique Paul Soyris,,Rue de la Mairie,34570,Murviel-lès-Montpellier,France,fr,open,43.604634,3.737293733606559,,,,2001,label:musee de france,,244,85
3428401,178387339.0,Musée de Préhistoire Régionale et du Mégalithisme,,Passage de la Pourtanelle,34220,Saint-Pons-de-Thomières,France,fr,open,43.4886825,2.758707373774508,,,,2001,label:musee de france,,1776,269
6605301,,Musée d'Art Moderne - Fonds Peskè,,,,COLLIOURE,France,fr,open,,,,,,2001,label:musee de france,,6297,1906
6613602,4375669286.0,Musée des Monnaies et Médailles Joseph Puig,,Avenue de Grande-Bretagne,66000,Perpignan,France,fr,open,42.6994256,2.8833946,,,,2001,label:musee de france,,1964,0
6613601,1227556.0,Musée du Castillet Casa Pairal,,Rue de l'Ange,66000,Perpignan,France,fr,open,42.6979518,2.8933879010617485,,,,2001,label:musee de france,,29315,0
1925101,950074172.0,Musée du Président Jacques Chirac,,Route du Musée,19800,Sarran,France,fr,open,45.4079599,1.9398374,,,,2001,label:musee de france,,66776,0
2309601,6222152324.0,Musée d'Art et d'Archéologie,,Route de la Cascade,23400,Bourganeuf,France,fr,open,45.9496263,1.7563312,,,,2001,label:musee de france,,4462,8377
8708501,70412845.0,Musée de l'Evêché,,Place de l'Évêché,,Limoges,France,fr,open,45.82801675,1.2663821963307735,,,,2001,label:musee de france,,0,62419
5427401,99542401.0,Musée de l'Histoire du Fer,,Avenue Général de Gaulle,54140,Jarville-la-Malgrange,France,fr,open,48.6665075,6.208713471590913,,,,2001,label:musee de france,,1612,1336
5432301,81536134.0,Musée Municipal des Emaux et Faïences,,Rue de la Manutention,54400,Longwy,France,fr,open,49.52256245,5.763368315241936,,,,2001,label:musee de france,,5482,762
5439506,753920204.0,Musée des Beaux-Arts de Nancy,,Rue Stanislas,54100,Nancy,France,fr,open,48.6936593,6.18189953876202,,,,2001,label:musee de france,,0,0
5443101,,"""Musée """"au Fil du Papier""""""",,,,PONT-A-MOUSSON,France,fr,open,,,,,,2001,label:musee de france,,2844,2931
5535101,,Musée Jules Bastien-Lepage - Musée de la Fortification,,,,MONTMEDY,France,fr,open,,,,,,2001,label:musee de france,,19382,0
5763101,228213586.0,Musée de La Faïence et des Techniques Faïencières,,Place Robert Schuman,57960,Meisenthal,France,fr,open,48.96507149999999,7.352640225880503,,,,2001,label:musee de france,,12508,15710
5763102,,Moulin de la Blies - Musée des Techniques Faïencières,,,,SARREGUEMINES,France,fr,open,,,,,,2001,label:musee de france,,14188,0
5767201,,La Tour aux Puces - Musée du Pays Thionvillois,,,,THIONVILLE,France,fr,open,,,,,,2001,label:musee de france,,497,757
8838302,2582715284.0,Musée Charles Friry,12,Rue du Général Humbert,88200,Remiremont,France,fr,open,48.0151071,6.5897788,,,,2001,label:musee de france,,426,2830
9720902,4807601528.0,Musée Régional d'Histoire et d'Ethnologie,10,Boulevard Général de Gaulle,97200,Fort-de-France,France,fr,open,14.6063988,-61.0657667,,,,2001,label:musee de france,,3294,1732
1209601,152864630.0,"Musée des Mœurs et Coutumes, Musée du Rouergue",,Place Pierre Frontin,12500,Espalion,France,fr,open,44.5211405,2.7606325085458474,,,,2001,label:musee de france,,0,0
1220202,124625419.0,Musée des Beaux-Arts Denys Puech,,Place Clemenceau,12000,Rodez,France,fr,open,44.3488905,2.578326577571428,,,,2001,label:musee de france,,1819,6949
1225401,1434993410.0,Musée des Arts et Métiers Traditionnels,,C 2,12330,Salles-la-Source,France,fr,open,44.437582,2.5141463,,,,2001,label:musee de france,,9430,0
3211901,110292132.0,Musée Archéologique,,Rue Marpoy,32800,Eauze,France,fr,open,43.8609266,0.1014231706974168,,,,2001,label:musee de france,,6257,1334
3225601,2923353853.0,Musée des Beaux-Arts et des Arts Décoratifs,,Rue de l'Évêché,32300,Mirande,France,fr,open,43.5153164,0.40345,,,,2001,label:musee de france,,937,435
3155509,134123637.0,Muséum d'Histoire Naturelle,,Allée des Justes des Nations,31400,Toulouse,France,fr,closed,43.59334975,1.449530035997847,,,,2001,label:musee de france,,0,0
3155501,22718219.0,"Les Abattoirs, Musée d'Art Moderne et Contemporain",,Rue Antonin Mercié,31000,Toulouse,France,fr,open,43.6009417,1.4463433320120154,,,,2001,label:musee de france,,91706,83764
3155505,63801451.0,Musée Georges Labit,17,Rue du Japon,31400,Toulouse,France,fr,open,43.59109665,1.4584515191136354,,,,2001,label:musee de france,,4703,11030
4630901,1074571594.0,Musée de l'Automate,,Place de l'Abbaye,46200,Souillac,France,fr,open,44.8936695,1.4768774,,,,2001,label:musee de france,,29465,3112
4633001,2271992489.0,Musée Municipal,,Impasse Lucterius,46110,Vayrac,France,fr,open,44.952451,1.703678,,,,2001,label:musee de france,,267,59
8106901,,Musée d'Art et d'Histoire Charles Portal,,,,CORDES-SUR-CIEL,France,fr,open,,,,,,2001,label:musee de france,,1024,550
8207501,89104903.0,Musée Théodore Calbet,15,Rue Jean de Comère,82170,Grisolles,France,fr,open,43.827752,1.2947097401960788,,,,2001,label:musee de france,,0,937
8212101,127805191.0,Musée d'Histoire Naturelle Victor Brun,,Rue Marie Lafon,82000,Montauban,France,fr,open,44.01688865,1.3514607739557976,,,,2001,label:musee de france,,962,3792
5905301,,"Forum Antique de Bavay, Musée Archéologique du Département du Nord",,,,BAVAY,France,fr,open,,,,,,2001,label:musee de france,,7837,3687
5920501,1719221067.0,Musée Municipal d'Escaudain,,Rue Paul Bert,59124,Escaudain,France,fr,open,50.3330601,3.3443559,,,,2001,label:musee de france,,0,973
5929501,238855854.0,Musée Municipal d'Hazebrouck,,Rue du Musée,59190,Hazebrouck,France,fr,open,50.7213028,2.5350201,,,,2001,label:musee de france,,736,2259
5934501,,"Musée de la Mine, Centre Historique Minier",,,,LEWARDE,France,fr,open,,,,,,2001,label:musee de france,,113880,13961
5935002,152835085.0,Palais des Beaux-Arts de Lille,,Place de la République,59000,Lille,France,fr,open,50.63045815,3.062811094444448,,,,2001,label:musee de france,,120614,36921
5937501,,Musée Municipal d'Histoire Locale,,,,MARCHIENNES,France,fr,open,,,,,,2001,label:musee de france,,515,640
6219301,,Musée des Beaux-Arts et de la Dentelle,,,,CALAIS,France,fr,open,,,,,,2001,label:musee de france,,3170,14887
1437002,2405267465.0,Musée de la Meunerie - Moulin de Marcy,,Rue de Marcy,14330,Littry,France,fr,open,49.2277192,-0.9045211,,,,2001,label:musee de france,,6389,1266
1436601,130317028.0,Musée d'Art et d'Histoire de Lisieux,,Rue du Bon Ange,14100,Lisieux,France,fr,open,49.144569,0.219214115440378,,,,2001,label:musee de france,,510,3752
1451201,7579732101.0,Musée du Château,,Rue des Léopards,14110,Vire,France,fr,open,48.8589438,-0.5682422,,,,2001,label:musee de france,,6125,0
1458201,329998597.0,Château de Saint-Germain de Livet,,D 268,14100,Saint-Germain-de-Livet,France,fr,open,49.0890928,0.2143756760222387,,,,2001,label:musee de france,,14475,8422
5021803,135528003.0,Musée Christian Dior,,Rue du Docteur Ollivier,50400,Granville,France,fr,open,48.8429745,-1.592543481481478,,,,2001,label:musee de france,,13500,2500
5052501,,Musée du Granit,,,,SAINT-MICHEL-DE-MONTJOIE,France,fr,open,,,,,,2001,label:musee de france,,1384,0
5056201,39578602.0,Musée Maritime de l'Ile de Tatihou,,Le Run,50550,,France,fr,open,49.59021435,-1.2467517830058594,,,,2001,label:musee de france,,47000,0
2718301,581537349.0,Musée Artisanal et Industriel d'Instruments à Vent,,D 833,27750,La Couture-Boussey,France,fr,open,48.8975422,1.4077339068504382,,,,2001,label:musee de france,,2000,500
7635102,,Abbaye de Graville - Musée du Prieuré de Graville,,,,LE HAVRE,France,fr,open,,,,,,2001,label:musee de france,,2116,13392
7647401,121934820.0,Musée Industriel de la Corderie Vallois,185,Route de Dieppe,76960,Notre-Dame-de-Bondeville,France,fr,open,49.4951715,1.0479190217391308,,,,2001,label:musee de france,,3675,9187
7654005,64181527.0,Musée des Beaux-Arts,,Esplanade Marcel Duchamp,76000,Rouen,France,fr,open,49.44473675,1.094581880415621,,,,2001,label:musee de france,,44072,33425
7654002,64717877.0,MUNAE - Musée National de l'Education,6,Rue de Bihorel,76000,Rouen,France,fr,open,49.44841715,1.102956596817131,,,,2001,label:musee de france,,1302,0
7675801,122011226.0,Musée Municipal des Ivoires,8,Place du Maréchal Joffre,76190,Yvetot,France,fr,open,49.6173905,0.7551113568840564,,,,2001,label:musee de france,,305,172
4909901,1782756206.0,Musée d'Art et d'Histoire,,Avenue de l’Abreuvoir,49300,Cholet,France,fr,open,47.0583944,-0.8807128,,,,2001,label:musee de france,,5213,12900
4935301,125991770.0,Musée de l'Ardoise,32,Chemin de la Maraichère,49800,Trélazé,France,fr,open,47.446912,-0.489199491071431,,,,2001,label:musee de france,,5317,4244
5312201,8292313.0,Musée Archéologique Départemental de Jublains,,Rue de la Libération,53160,Jublains,France,fr,open,48.2545411,-0.4975843742117564,,,,2001,label:musee de france,,8377,25626
7218199,65554014.0,Musée Vert Véron-de-Forbonnais,204,Avenue Jean Jaurès,72100,Le Mans,France,fr,open,47.98672035,0.2079174534023106,,,,2001,label:musee de france,,12436,0
8501201,,Ecomusée du Marais Breton Vendéen,,,,LA BARRE-DE-MONTS,France,fr,open,,,,,,2001,label:musee de france,,18185,9500
0238101,4239502337.0,Musée - Centre de Documentation Alfred Desmasures,,Impasse du Château,02500,Hirson,France,fr,open,49.9260179,4.0792224,,,,2001,label:musee de france,,0,1075
6005701,556458814.0,Musée Départemental de l'Oise,,Rue Saint-Pierre,60000,Beauvais,France,fr,open,49.4329907,2.0796036241134197,,,,2001,label:musee de france,,7454,6736
6066401,,Musée Archéologique de la région de Breteuil,,,,VENDEUIL-CAPLY,France,fr,open,,,,,,2001,label:musee de france,,4134,0
8000101,638296084.0,Musée Boucher-de-Perthes,,Rue Gontier Patin,80100,Abbeville,France,fr,open,50.1071737,1.8333893,,,,2001,label:musee de france,,0,18158
8062002,193012404.0,Musée-Historial de la Grande Guerre,,Rue de la Résistance,80200,Péronne,France,fr,open,49.929138,2.9306000138110875,,,,2001,label:musee de france,,79776,0
7904201,1405861.0,Musée des Tumulus de Bougon,,Route de Pamproux,79800,Bougon,France,fr,open,46.3779715,-0.0671256427467849,,,,2001,label:musee de france,,35907,0
7920201,7281748506.0,Musée d'Art et d'Histoire Georges Turpin,1,Rue de la Vau Saint-Jacques,79200,Parthenay,France,fr,open,46.6519796,-0.2493419,,,,2001,label:musee de france,,0,9580
